Id tin ,Tieu de tin ,Dia diem tuyen dung ,Tinh thanh tuyen dung ,Chuc vu ,Muc luong ,Hinh thuc lam viec ,Nhu cau,Nganh nghe ,Linh vuc ,Kinh nghiem ,Id cong ty 
781268,TUYEN DUNG NHAN VIEN SEO TAP SU,"309 Vuon Lai, P.Phu Tho Hoa, Q.Tan Phu, Tp.HCM",Ho Chi Minh,Moi Tot Nghiep,7 - 10 trieu,Toan thoi gian co dinh,5,Copywriter,nhan vien copywriter,Khong yeu cau,199649
783501,Nhan vien kinh doanh thu nhap tren 50 trieu thang duoc ho tro khach hang NET va dao tao chuyen sau,57 Nguyen Quoc Tri - Trung Hoa - Cau Giay - Ha Noi,Ha Noi,Nhan vien,15 - 20 trieu,Toan thoi gian tam thoi,5,"KD bat dong san, Nhan vien kinh doanh, Tu van",admin bat dong san,Khong yeu cau,200043
783610,[ON PUN - ONMONEY] NHAN VIEN PHAP CHE,"18 Lo 2B duong Trung Yen 11 , phuong Yen Hoa , quan Cau Giay , Ha Noi",Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Luat - Phap ly, Hanh chinh - Van phong, Quan ly dieu hanh",thiet ke do hoa,1 - 2 nam kinh nghiem,200069
782634,Nhan vien Van Hanh - Helpdesk,"toa Hoi nha Bao Viet Nam, Duong Dinh Nghe, Cau Giay, Ha Noi",Ha Noi,Nhan vien,7 - 10 trieu,Hop dong,5,"IT Phan cung - mang, Dich vu, Cham soc khach hang",cai dat may tinh,1 - 2 nam kinh nghiem,200609
780804,TRUONG PHONG HANH CHINH- NHAN SU,"310 Ten Lua, P.Binh Tri Dong B, Q.Binh Tan, TP.HCM",Ho Chi Minh,Truong Phong,20 - 30 trieu,Toan thoi gian co dinh,5,Nhan su,HR Manager,2 - 5 nam kinh nghiem,200921
783720,Nhan vien IT (IT Support),65 Trinh Cong Son,Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"IT Phan cung - mang, IT phan mem",nhan vien cong nghe thong tin,1 - 2 nam kinh nghiem,201939
782365,Nhan vien Cham Soc Khach Hang,"Toa nha SaigonTel, Cong vien phan mem Quang Trung Q12",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Cham soc khach hang,nhan vien cham soc khach hang,0 - 1 nam kinh nghiem,201965
782509,Thuc Tap Sinh Marketing,66 Nguyen Minh Hoang phuong 12 Tan Binh TP.HCM,Ho Chi Minh,Thuc tap sinh,Thoa thuan,Khac,5,"Marketing - PR, Tiep thi - Quang cao, KD bat dong san",marketing bat dong san,Khong yeu cau,202213
780692,Nu Nhan vien Kinh doanh B2B Ha Noi luong cao,Toa nha Eurowindow 27 Tran Duy Hung - Cau Giay - Ha Noi,Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Nhan vien kinh doanh, Quan tri kinh doanh",nhan vien kinh doanh khong can kinh nghiem,0 - 1 nam kinh nghiem,202831
781942,Tuyen nhan vien tu van ban hang,"74 Bach Dang, Da Nang",Da Nang,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Viec lam ban hang, Quan ly don hang",nhan vien dieu phoi don hang,Khong yeu cau,203171
780394,Nhan vien tu van,,Ho Chi Minh,Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,"Tu van, Cham soc khach hang, Nhan vien kinh doanh",nhan vien cham soc khach hang qua dien thoai,1 - 2 nam kinh nghiem,203431
783002,NHAN VIEN KY THUAT CO KHI,So 999 Ap Binh Thuy Xa Hoa Khanh Dong Huyen Duc Hoa Tinh Long An,Long An,Nhan vien,10 - 15 trieu,Khac,5,Co khi - Che tao,ky thuat co khi,1 - 2 nam kinh nghiem,203443
782996,NHAN VIEN DUNG MAY SAN XUAT TUYT NHOM,So 999 Ap Binh Thuy Xa Hoa Khanh Dong Huyen Duc Hoa Tinh Long An,Long An,Nhan vien,7 - 10 trieu,Khac,5,Lao dong pho thong,Cong Nhan,Khong yeu cau,203443
783716,DAI DIEN THUONG MAI,04 Nhon Hoa 22 Hoa An Cam Le Da Nang,Da Nang,Truong nhom,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Tiep thi - Quang cao, Nhan vien kinh doanh",quan ly cham soc khach hang,1 - 2 nam kinh nghiem,203453
781426,Tuyen nhan vien nam nu dong goi dan tem bao bi,Duong Dt743 Di An Binh Duong,Binh Duong,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Lao dong pho thong,Cong Nhan,Khong yeu cau,203507
781003,CLEVER PRO TUYEN THEM 3 CHUYEN VIEN SEO LAM VIEC TAI BINH TAN,"36 - 40 duong so 7, phuong An Lac A Quan Binh Tan, TP. Ho Chi Minh",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Thiet ke web, Tiep thi - Quang cao, Truyen thong",chuyen vien quang cao,0 - 1 nam kinh nghiem,204443
781111,Nhan vien ke toan,"So 61 Nguy Nhu Kon Tum, Thanh Xuan, Ha Noi",Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Ke toan - Kiem toan,nhan vien ke toan,0 - 1 nam kinh nghiem,204669
780834,Nhan vien hanh chinh nhan su,"Tang 2, 61 Nguy Nhu Kon Tum, Nhan Chinh, Thanh Xuan, Ha Noi",Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,Nhan su,nhan vien hanh chinh nhan su,1 - 2 nam kinh nghiem,204669
780694,Tuyen Nhan Vien Thiet Ke (Graphic Designer),"So 30 Pho Quang, P.2, Tan Binh",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,Marketing - PR,Marketing Online,1 - 2 nam kinh nghiem,204716
783046,[TUYEN GAP] NHAN VIEN KY THUAT THANG MAY,,Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Co khi - Che tao, Ky thuat, Dien - Dien tu",ky thuat thang may,Khong yeu cau,204839
780782,Cham soc hoc vien,"Can ho TT01-23 khu do thi Moncity, Ham Nghi, My Dinh, Nam Tu Liem, Ha Noi",Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Cham soc khach hang,nhan vien cham soc khach hang,1 - 2 nam kinh nghiem,204861
783929,Nhan vien ky thuat,So 3 Nguyen Duc Thuan P 13,Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Bao tri, Ky thuat",nhan vien ky thuat,0 - 1 nam kinh nghiem,204866
781307,"Do nhu cau can mo rong thi truong, cong ty TNHH Thuong mai va Dich vu TMC Viet nam can tuyen gap nhan vien kinh doanh lam viec tai van phong Da Nang",262 Nguyen Huu Tho P Hoa Cuong Bac,Da Nang,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,Nhan vien kinh doanh,nhan vien kinh doanh thiet bi y te,0 - 1 nam kinh nghiem,204866
784213,Cham Soc Khach Hang (Concentrix - Quan 12),"Tang 6 Toa nha QTSC 9. Lo 34 Cong vien phan mem Quang Trung. So 02 Duong To Ky, P. Tan Chanh Hiep, Quan 12, TP.HCM",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Cham soc khach hang,nhan vien cham soc khach hang,Khong yeu cau,205222
784065,Tu Van Tin Dung (Khong YC Kinh Nghiem - Tan Binh),"91 Pham Van Hai, P. 3, Tan Binh, Tp. HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Tai chinh, Ngan hang - Chung khoan - Dau tu, Tu van",nhan vien ho tro tin dung,Khong yeu cau,205222
780600,Truong Nhom Digital Marketing,"88 QL1A, P. An Phu Dong, Quan 12, Tp. Ho Chi Minh",Ho Chi Minh,Truong nhom,20 - 30 trieu,Toan thoi gian co dinh,5,"Marketing - PR, O to - xe may",Digital Marketing Manager,2 - 5 nam kinh nghiem,205222
780558,Ke Toan Tong Hop (O To - Binh Duong),"627 QL13, Binh Duc 2, Binh Hoa, Thuan An, Binh Duong",Binh Duong,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,Ke toan - Kiem toan,ke toan tong hop,1 - 2 nam kinh nghiem,205222
780450,Co Van Dich Vu O To (Quan 12 - HCM),"68 QL1A, P. An Phu Dong, Quan 12, Tp. HCM",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,O to - xe may,tho sua chua o to,1 - 2 nam kinh nghiem,205222
780859,Nhan vien tu van tuyen sinh,"180, Nguyen Cong Tru, P. Nguyen Thai Binh, Q1,HCM",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Giao duc - Dao tao, Nhan vien kinh doanh, Cham soc khach hang",chuyen vien kinh doanh,0 - 1 nam kinh nghiem,205487
784162,Nhan Vien Sale Admin,"310 Nguyen Huu Tho, Cam Le, Da Nang",Da Nang,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,5,Bao hiem,nhan vien bao hiem nhan tho,0 - 1 nam kinh nghiem,205621
784286,TRUONG NGANH HANG BAKERY FAST FOOD,"Sieu Thi Lan Chi Phuc Yen, Phuc Yen, Vinh Phuc",Vinh Phuc,Quan ly cap trung,10 - 15 trieu,Toan thoi gian co dinh,5,"Quan ly dieu hanh, Tham dinh - Giam tham dinh - Quan ly chat luong, Pha che - Bar",nhan vien kiem tra chat luong,1 - 2 nam kinh nghiem,205634
781588,CHUYEN VIEN CONTENT CREATOR,27-29 Gia Ngu Hoan Kiem Ha Noi,Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Marketing - PR, Tiep thi - Quang cao, Khach san - Nha hang",nhan vien content marketing,1 - 2 nam kinh nghiem,205772
782199,Nhan vien nu ke toan (Khong yeu cau kinh nghiem),So 34 ngach 19/28 Tran Quang Dieu,Ha Noi,Moi Tot Nghiep,5 - 7 trieu,Toan thoi gian co dinh,5,Ke toan - Kiem toan,nhan vien ke toan,Khong yeu cau,205840
781018,Tuyen Giam Sat Thi Cong,"O so 6, Tang 10, Toa nha VCN Tower, So 02 duong To Huu, P.Phuoc Hai, Nha Trang, Khanh Hoa",Khanh Hoa,Truong nhom,5 - 7 trieu,Toan thoi gian co dinh,5,Dich vu,quan ly chat luong dich vu,0 - 1 nam kinh nghiem,205946
784122,Nhan vien Van Thu,"Lo B7, B8 KCN Phuc Dien - Huyen Cam Giang - Hai Duong",Hai Duong,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Hanh chinh - Van phong, Sinh vien moi tot nghiep - Thuc tap, Thu ky - Tro ly",nhan vien hanh chinh van thu,0 - 1 nam kinh nghiem,205970
783414,CHUYEN VIEN THIET KE THOI TRANG,So 41/205 Xuan Dinh Bac Tu Liem Ha Noi,Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Thiet ke - My thuat, My pham - Thoi trang - Trang suc",Nhan Vien Thiet Ke Thoi Trang,0 - 1 nam kinh nghiem,206096
781484,Nhan Vien Ke Toan,so 50 Ky Hoa p11 q5,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Ke toan - Kiem toan,nhan vien ke toan ban hang,0 - 1 nam kinh nghiem,206098
781040,Tuyen Ke toan Noi bo,BT2-26 KDTM Trung Van,Ha Noi,Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,"Hanh chinh - Van phong, Ke toan - Kiem toan, Tai chinh",ke toan noi bo,1 - 2 nam kinh nghiem,206196
783194,NHAN VIEN BAN HANG- PART_FULL,"Q1, Q3, Q4, Q5, Q10, Binh Thanh, Phu Nhuan",Ho Chi Minh,Nhan vien,5 - 7 trieu,Ban thoi gian,5,Viec lam ban hang,quan ly chuoi cua hang ban le,0 - 1 nam kinh nghiem,206232
784340,TUYEN NHAN VIEN BAN HANG TAI LONG KHANH,N17 HUNG VUONG PHUONG XUAN BINH LONG KHANH DONG NAI,Dong Nai,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Viec lam ban hang, Tu van",quan ly chuoi cua hang ban le,0 - 1 nam kinh nghiem,206255
784216,NHAN VIEN BAN HANG TAI BEN LUC LONG AN,246 QUOC LO 1A THI TRAN BEN LUC HUYEN BEN LUC LONG AN,Long An,Nhan vien,7 - 10 trieu,Toan thoi gian tam thoi,5,"Viec lam ban hang, Nhan vien kinh doanh",nhan vien tu van ban hang,1 - 2 nam kinh nghiem,206255
783642,[Hung Yen] Tuyen QC online 02 thang (cong ty banh keo),Km 22 Quoc Lo 5 Thi tran Ban Yen Nhan- Huyen My Hao- Hung Yen,Hung Yen,Nhan vien,7 - 10 trieu,Toan thoi gian tam thoi,5,"Khu che xuat - Khu cong nghiep, Viec lam thoi vu, Cong nghe thuc pham",mua trung thu,1 - 2 nam kinh nghiem,206294
780704,Truong team Kinh doanh tai Da Nang,"Nga tu Nam Tran, Nguyen Tuong Pho, Phuong Hoa Minh, Quan Lien Chieu, Da Nang",Da Nang,Truong nhom,10 - 15 trieu,Toan thoi gian co dinh,5,Nhan vien kinh doanh,nhan vien kinh doanh b2b,0 - 1 nam kinh nghiem,206516
783565,TUYEN NV CSKH ( 10 - 12 Trieu Thang ),"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Tai chinh, Nhan vien kinh doanh",nhan vien kinh doanh thuoc thu y,Khong yeu cau,206622
782220,TUYEN CHUYEN VIEN CSKH TAI VAN PHONG CONG TY,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Tu van, Tai chinh",giang vien tai chinh ngan hang,Khong yeu cau,206622
781478,CONG TY TAI CHINH SHINHAN FINANCE TUYEN NV CHAM SOC KHACH HANG,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Tai chinh, Tu van",tu van tam ly hoc duong,Khong yeu cau,206622
781331,[ HCM ] CONG TY TAI CHINH SHINHAN TUYEN NV CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Tu van, Nhan vien kinh doanh",nhan vien kinh doanh ngoai hoi,Khong yeu cau,206622
780663,TUYEN NHAN VIEN TU VAN TAI CHINH CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Nhan vien kinh doanh, Ngan hang - Chung khoan - Dau tu",chuyen vien khach hang doanh nghiep,Khong yeu cau,206622
780656,TUYEN CHUYEN VIEN TU VAN TIN DUNG,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Tu van, Telesales",telesale part time,Khong yeu cau,206622
780527,[ NGAN HANG SHINHAN BANK ] - TUYEN NV CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Telesales, Ngan hang - Chung khoan - Dau tu",cong tac vien tin dung ngan hang,Khong yeu cau,206622
780524,[ TELESALE ] - NHAN VIEN TU VAN TAI CHINH CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Telesales, Nhan vien kinh doanh",thuc tap kinh doanh,Khong yeu cau,206622
782598,1 Ke toan truong Nu yeu cau kinh nghiem 3 nam tro len,"117 XUan Thuy, Cau Giay, HN",Ha Noi,Truong nhom,Thoa thuan,Toan thoi gian co dinh,5,Ke toan - Kiem toan,nhan vien cham soc khach hang qua dien thoai,2 - 5 nam kinh nghiem,206631
780918,Nhan vien ban dat nen gia re da co so - ( Luong 7 trieu va hoa hong cao ),quan 2,Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, KD bat dong san, Viec lam ban hang",nhan vien cham soc khach hang qua dien thoai,Khong yeu cau,206643
780396,BACK END DEVELOPER,"19 Duong so 40, Khu dan cu Tan Quy Dong, P. Tan Phong, Quan 7, HCM",Ho Chi Minh,Nhan vien,20 - 30 trieu,Toan thoi gian co dinh,5,"IT Phan cung - mang, IT phan mem",lap trinh vien,1 - 2 nam kinh nghiem,206762
782951,Nhan vien Cap nhat Nguon hang,"The Sun Avenue - 28 Mai Chi Tho, P. An Phu, TP. Thu Duc",Ho Chi Minh,Moi Tot Nghiep,7 - 10 trieu,Toan thoi gian co dinh,5,Hanh chinh - Van phong,nhan vien nghiep vu,Khong yeu cau,206861
783145,Ky su khoi luong (QS),"Ho Chi Minh Quan Go Vap 183/31 DUONG SO 10, KHU PHO 3, PHUONG 8",Ho Chi Minh,Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,Xay dung,nhan vien dich vu khach hang,2 - 5 nam kinh nghiem,207082
782924,Giam Sat Cong Trinh Xay Dung,"Ho Chi Minh Quan Go Vap 183/31 DUONG SO 10, KHU PHO 3, PHUONG 8",Ho Chi Minh,Truong nhom,10 - 15 trieu,Toan thoi gian co dinh,5,Xay dung,nhan vien bao tri may,1 - 2 nam kinh nghiem,207082
780607,Chuyen vien Thu Mua,"Lo B7, B8 KCN Phuc Dien - Huyen Cam Giang - Hai Duong",Hai Duong,Nhan vien,20 - 30 trieu,Toan thoi gian co dinh,5,"Bien - Phien dich, Quan ly don hang, Khu che xuat - Khu cong nghiep",nhan vien dieu phoi don hang,1 - 2 nam kinh nghiem,207091
783825,Nhan vien Digital marketing,672 Ngo Gia Tu Long Bien Ha Noi,Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Marketing - PR,Digital Marketing,1 - 2 nam kinh nghiem,207419
782124,Trinh Duoc Vien OTC khu vuc Ha Noi,Toa nha Sinh Plaza - So 261 Pham Van Dong - Phuong Xuan Dinh - Quan Bac Tu Liem - Tp Ha Noi,Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Phat trien thi truong, Tiep thi - Quang cao, Y te - Duoc",nhan vien thi truong,0 - 1 nam kinh nghiem,207464
781952,"CHAM SOC KHACH HANG, XU LY DON ONLINE",,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Nhan vien kinh doanh, Tu van",tu van bat dong san,0 - 1 nam kinh nghiem,207478
781311,Thu kho,59A-59B Nguyen Quy Yem Phuong An Lac Quan Binh Tan,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Viec lam ban hang,Truong Ca Ban Hang,0 - 1 nam kinh nghiem,207612
782605,THUC TAP SINH NHAN SU - TAI BINH THANH (CO LUONG THUONG KPI),"15-17 Me Linh, Phuong 19, Quan Binh Thanh, Ho Chi Minh, Viet Nam",Ho Chi Minh,Thuc tap sinh,1 - 3 trieu,Toan thoi gian tam thoi,5,Nhan su,thuc tap nhan su,Khong yeu cau,207713
781234,CAN THO NHAN VIEN KINH DOANH DAT NEN NHA PHO THUONG MAI,"233 duong 30/4, P.Xuan Khanh,Q.Ninh Kieu,TPCT",Can Tho,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,5,"KD bat dong san, Nhan vien kinh doanh, Viec lam ban hang",chuyen vien tu van bat dong san,0 - 1 nam kinh nghiem,207713
781116,CHUYEN VIEN TU VAN CAN HO LUONG CUNG 11 TRIEU HOA HONG 40 - 80TR SAN PHAM,30 Le Thi Cho Phuong Phu Thuan Quan 7,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"KD bat dong san, Tu van",chuyen vien tu van bat dong san,Khong yeu cau,207713
780981,Nhan vien Kinh Doanh,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Nhan vien kinh doanh, Bao hiem",bao hiem kenh ngan hang,1 - 2 nam kinh nghiem,207852
782154,Thuc Tap Sinh Ho Tro Tin Dung,"79 duong 37, phuong Hiep Binh Phuoc, quan Thu Duc, TP.HCM",Ho Chi Minh,Thuc tap sinh,5 - 7 trieu,Toan thoi gian co dinh,5,Sinh vien moi tot nghiep - Thuc tap,thuc tap co luong,Khong yeu cau,207928
783492,NHAN VIEN KE TOAN,41 Hiep Nhat Phuong 4 Quan Tan Binh TP HCM,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,Ke toan - Kiem toan,ke toan tong hop noi bo,0 - 1 nam kinh nghiem,207972
782243,TRUONG PHONG KINH DOANH,So 21 Duong 32 KDC Van Phuc Thu Duc TPHCM,Ho Chi Minh,Truong Phong,10 - 15 trieu,Toan thoi gian co dinh,5,KD bat dong san,truong phong kinh doanh bat dong san,2 - 5 nam kinh nghiem,208003
783879,[Binh Duong - HCM - Dong Nai] tuyen Nhan Vien Kinh Doanh,PHO TRUNG THANG â€“ BINH THANG â€“ DI AN- BINH DUONG,"Ho Chi Minh, Binh Duong, Dong Nai",Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,"Nhan vien kinh doanh, Phat trien thi truong, Viec lam ban hang",ke toan tong hop,0 - 1 nam kinh nghiem,208041
783959,Japanese Business Professionals,"144-146-148 Le Lai St, Ben Thanh Ward, District 1, HCM City, Vietnam",Ho Chi Minh,Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,"Nhan vien kinh doanh, Tu van",Nhan Vien Kinh Doanh Quoc Te,Khong yeu cau,208156
783315,Nhan Vien Thiet Ke Noi That,144-146-148 Le Lai Phuong Ben Thanh Quan 1,Ho Chi Minh,Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,Thiet ke - My thuat,thiet ke do hoa,1 - 2 nam kinh nghiem,208156
780479,[PGT HOLDINGS] NHAN VIEN TRUC TONG DAI,"Lau 12, Toa nha Pax Sky, 144-146-148 Le Lai, Phuong Ben Thanh, Quan 1, Tp.HCM",Ho Chi Minh,Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,"Hanh chinh - Van phong, Le tan - PG - PB, Nhan vien kinh doanh",nhan vien kinh doanh khong can kinh nghiem,Khong yeu cau,208156
782062,Chuyen vien Tai chinh chung khoan,"Tang 12, toa nha HUDLAND TOWER, lo ACC7, khu dich vu tong hop Linh Dam, Phuong Hoang Liet, Quan Hoang Mai, Thanh Pho Ha Noi, Viet Nam",Ha Noi,Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,"Tai chinh, Ngan hang - Chung khoan - Dau tu",Lai Xe Cho Giam Doc,2 - 5 nam kinh nghiem,208200
782038,Kien truc su,"Tang 12, toa nha HUDLAND TOWER, lo ACC7, khu dich vu tong hop Linh Dam, Phuong Hoang Liet, Quan Hoang Mai, Thanh Pho Ha Noi, Viet Nam",Ha Noi,Pho phong,Thoa thuan,Toan thoi gian co dinh,5,"Kien truc - Tk noi that, Xay dung",Cong Nhan,2 - 5 nam kinh nghiem,208200
784398,TRUONG PHONG KINH DOANH,"So 58 Nguyen Chi Thanh, Dong Da, Ha Noi",Ha Noi,Truong Phong,Tren 50 trieu,Toan thoi gian co dinh,5,"KD bat dong san, Telesales, Tu van",chuyen vien tu van bat dong san,1 - 2 nam kinh nghiem,208213
781853,Nhan vien kinh doanh phan mem,So 14 duong Ho Tung Mau,Ha Noi,Nhan vien,Thoa thuan,Toan thoi gian co dinh,5,"IT phan mem, Marketing - PR, Truyen thong",nhan vien kinh doanh truyen thong,1 - 2 nam kinh nghiem,208264
781618,Nhan vien xoay ca,68A Nguyen Van Luong phuong 15 quan go vap,Ho Chi Minh,Nhan vien,Thoa thuan,Ban thoi gian,5,"Sinh vien lam them, Viec lam ban hang",sinh vien ban cafe,Khong yeu cau,208323
781491,Tro Ly Kinh Doanh,"23 le van luong, thanh xuan, ha noi",Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Quan tri kinh doanh, My pham - Thoi trang - Trang suc, Thu ky - Tro ly",tro ly thoi trang,1 - 2 nam kinh nghiem,208703
781374,Tuyen can bo phap ly dia ban kv Khanh Hoa,"Dai lo Vo Van Kiet, Phuong Phuoc Long, Thanh pho Nha Trang, Tinh Khanh Hoa",Khanh Hoa,Nhan vien,15 - 20 trieu,Toan thoi gian co dinh,5,"Luat - Phap ly, Nganh nghe khac, Tai chinh",phap che khong yeu cau kinh nghiem,Khong yeu cau,208748
781137,Can bo phap ly dia ban kv Hai Phong,12 Hong Bang Hai Phong,Hai Phong,Nhan vien,20 - 30 trieu,Toan thoi gian co dinh,5,"Nganh nghe khac, Tai chinh, Luat - Phap ly",phap che khong yeu cau kinh nghiem,Khong yeu cau,208748
780478,Can bo phap ly dia ban kv Phu Yen,12 Hoa Kien tuy hoa phu yen,Phu Yen,Nhan vien,15 - 20 trieu,Toan thoi gian co dinh,5,"Luat - Phap ly, Tai chinh, Nganh nghe khac",phap che khong yeu cau kinh nghiem,Khong yeu cau,208748
782625,NHAN VIEN SALE ADMIN,77B duong so 9 Linh Tay Thu Duc,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, KD bat dong san, Thu ky - Tro ly",admin bat dong san,0 - 1 nam kinh nghiem,208751
784046,Truong phong kinh doanh khach hang â€“ B2C Sales Manger,"585 Su Van Hanh, phuong 13",Ho Chi Minh,Truong Phong,Thoa thuan,Toan thoi gian co dinh,5,"Dich vu, My pham - Thoi trang - Trang suc",truong phong kinh doanh thoi trang,5 - 10 nam kinh nghiem,208764
782807,TRUONG PHONG KY THUAT NGANH MAY LOC NUOC,228 duong III phuong Phuoc Long B quan 9,Ho Chi Minh,Truong Phong,Thoa thuan,Toan thoi gian co dinh,5,"Ky thuat, Bao tri, Dich vu",Truong Phong Ky Thuat,1 - 2 nam kinh nghiem,208787
781065,Chuyen vien tuyen dung,so 11 â€“ Lo 1E â€“ Trung Yen â€“ Trung Hoa â€“ Cau Giay â€“ Ha Noi:cs2 4/153 Tran Cung â€“ Co Nhue 1 â€“ Ha Noi:cs3:91 Dai An â€“ Van Quan â€“ Ha Dong â€“ Ha Noi,Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,5,"Cham soc khach hang, Nhan vien kinh doanh",nhan vien cham soc khach hang,0 - 1 nam kinh nghiem,208861
780883,Nhan Vien Ke Toan Thue,78-80-82 Hoang Hoa Tham Phuong 12 Tan Binh,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Hanh chinh - Van phong, Thong ke",nhan vien thong ke,1 - 2 nam kinh nghiem,208905
784296,NHAN VIEN QUAN KHO (TIENG TRUNG),"Duong 310B, Thon Luong Cau, Xa Son Loi, Huyen Binh Xuyen, Vinh Phuc",Vinh Phuc,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,5,"Bien - Phien dich, Hanh chinh - Van phong, San xuat - Van hanh san xuat",nhan vien van phong biet tieng trung,0 - 1 nam kinh nghiem,208907
